category,subcategory,note,amount,income_expense,currency,year,month,day,grouped_mode
Food,snacks,2 dabeli,30.0,Expense,INR,2016,12,19,Cash
Household,Toiletries,sensitive toothbrush,49.0,Expense,INR,2016,12,19,Saving Bank account 1
Food,snacks,chips 1 Kurkure (19) 1 lays (10),29.0,Expense,INR,2016,12,19,Cash
Food,fruits,1 kg mosambi 1 kg apple,170.0,Expense,INR,2016,12,19,Cash
Bonus,Unknown,reward Gpay,5.0,Income,INR,2016,12,18,Saving Bank account 1
Family,Pocket money,Unknown,2000.0,Expense,INR,2016,12,18,Saving Bank account 1
Bonus,Unknown,reward Gpay,11.0,Income,INR,2016,12,17,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR,2016,12,17,Saving Bank account 1
Food,vegetables,Unknown,200.0,Expense,INR,2016,12,14,Cash
Other,Unknown,kalnirnay calender,35.0,Expense,INR,2016,12,13,Cash
Household,Toiletries,oralB toothbrush with cap,25.0,Expense,INR,2016,12,13,Cash
Gift,Unknown,farewell contribution,350.0,Expense,INR,2016,12,13,Saving Bank account 1
Family,clothes,leggings,500.0,Expense,INR,2016,11,30,Saving Bank account 1
Salary,Unknown,From workplace ,56586.0,Income,INR,2016,11,30,Saving Bank account 1
Bonus,Unknown,reward Gpay,5.0,Income,INR,2016,11,30,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,2016,11,30,Saving Bank account 1
subscription,Mobile Service Provider,mobile recharge sim 2,98.0,Expense,INR,2016,11,30,Saving Bank account 1
Family,misc,Himalaya shampoo,60.0,Expense,INR,2016,11,29,Cash
Household,Appliances,Metz 32 inch TV,20500.0,Expense,INR,2016,11,28,Saving Bank account 1
Other,Unknown,flour mill,8.0,Expense,INR,2016,11,28,Cash
Food,Ice cream,mava 1 large,20.0,Expense,INR,2016,11,28,Cash
Bonus,Unknown,reward Gpay,5.0,Income,INR,2016,11,25,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,2016,11,25,Saving Bank account 1
Transportation,auto,within city,50.0,Expense,INR,2016,11,21,Cash
Health,Medicine,strepsils,15.0,Expense,INR,2016,11,21,Cash
Transportation,auto,within city,70.0,Expense,INR,2016,11,21,Cash
Transportation,auto,Locality V to Permanent Residence,50.0,Expense,INR,2016,11,20,Cash
Food,chocolate,poppins,2.0,Expense,INR,2016,11,19,Cash
Food,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",1087.0,Expense,INR,2016,11,19,Saving Bank account 1
Transportation,auto,within city,50.0,Expense,INR,2016,11,19,Cash
Food,Water,two water bottles,40.0,Expense,INR,2016,11,19,Cash
Other,Unknown,Sayaji baug express (50/adult),100.0,Expense,INR,2016,11,19,Cash
Transportation,auto,ola auto - BRC ,40.0,Expense,INR,2016,11,19,Cash
Transportation,Bus,Place T to brc,94.0,Expense,INR,2016,11,19,Cash
Transportation,Taxi,share jeep - Place T top to base (50/person),100.0,Expense,INR,2016,11,19,Cash
Food,beverage,lemon juice ( 20/person),40.0,Expense,INR,2016,11,19,Cash
Other,Unknown,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",740.0,Expense,INR,2016,11,19,Cash
Transportation,ropeway,ropeway Place T to and fro (169/person),338.0,Expense,INR,2016,11,19,Cash
Transportation,Taxi,share jeep - Place T base to top (50/person),100.0,Expense,INR,2016,11,19,Cash
Transportation,auto,share auto - Place H to Place T base (20/person),40.0,Expense,INR,2016,11,19,Cash
Transportation,Bus,bus - brc to Place H ( 27/person),54.0,Expense,INR,2016,11,19,Cash
Transportation,auto,within city,80.0,Expense,INR,2016,11,19,Cash
Food,snacks,single pav vada,10.0,Expense,INR,2016,11,17,Cash
Food,Grocery,lemons,20.0,Expense,INR,2016,11,15,Cash
Other,Unknown,flowers,10.0,Expense,INR,2016,11,15,Cash
Food,fruits,apple + mosambi 1kg each,180.0,Expense,INR,2016,11,15,Cash
Transportation,Travels,Veer Travels - BRC to Place 2 ( 2 Adults),1800.0,Expense,INR,2016,11,14,Saving Bank account 1
Transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),4662.0,Expense,INR,2016,11,14,Saving Bank account 1
Festivals,Diwali,Mi band 5 ( Bhaiduj gift),1999.0,Expense,INR,2016,10,31,Saving Bank account 1
Salary,Unknown,From workplace ,56647.0,Income,INR,2016,10,30,Saving Bank account 1
Health,Medicine,syrup+tablet+ mortein refill,221.0,Expense,INR,2016,10,28,Saving Bank account 1
Transportation,auto,Permanent Residence to pathology,40.0,Expense,INR,2016,10,28,Cash
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,10,27,Saving Bank account 1
Family,gift,Undated Planner - June shop,1119.2,Expense,INR,2016,10,27,Saving Bank account 1
Food,Grocery,mehndi,25.0,Expense,INR,2016,10,27,Cash
Food,fruits,apple + mosambi 1kg each,170.0,Expense,INR,2016,10,27,Cash
Health,Medicine,Unknown,617.0,Expense,INR,2016,10,26,Saving Bank account 1
Food,snacks,egg roll,25.0,Expense,INR,2016,10,25,Cash
Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,320.0,Expense,INR,2016,10,24,Cash
Food,Grocery,Khari,35.0,Expense,INR,2016,10,22,Cash
Food,Eating out,pav vada,20.0,Expense,INR,2016,10,22,Cash
Food,Grocery,butter + paneer + pav+batate+tamate,215.0,Expense,INR,2016,10,17,Cash
Food,Grocery,Unknown,430.0,Expense,INR,2016,10,15,Saving Bank account 1
Food,Grocery,sugar + biscuits,120.0,Expense,INR,2016,10,14,Saving Bank account 1
Family,misc,scratch guard ipad,249.0,Expense,INR,2016,10,13,Saving Bank account 1
Interest,Unknown,interest paid,835.0,Income,INR,2016,9,30,Saving Bank account 1
Salary,Unknown,From workplace ,58058.0,Income,INR,2016,9,30,Saving Bank account 1
Other,Unknown,flour mill,32.0,Expense,INR,2016,9,28,Cash
Food,Milk,Unknown,33.0,Expense,INR,2016,9,19,Cash
Food,Grocery,chocobar+milk+chips,95.0,Expense,INR,2016,9,15,Cash
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,9,14,Saving Bank account 1
Family,gift,baggit purse,437.0,Expense,INR,2016,9,14,Saving Bank account 1
Food,snacks,brownie,70.0,Expense,INR,2016,9,13,Cash
Food,Eating out,riverdine date,845.0,Expense,INR,2016,9,13,Saving Bank account 1
Salary,Unknown,From workplace ,63894.0,Income,INR,2016,8,31,Saving Bank account 1
Festivals,Ganesh Pujan,Ganesh idol,361.0,Expense,INR,2016,8,29,Cash
Household,Kitchen,boric powder,40.0,Expense,INR,2016,8,29,Cash
Household,Toiletries,lizol,98.0,Expense,INR,2016,8,29,Saving Bank account 1
Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR,2016,8,24,Saving Bank account 1
Family,Pocket money,Unknown,2000.0,Expense,INR,2016,8,23,Saving Bank account 1
Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR,2016,8,22,Saving Bank account 1
Other,Unknown,earphones,100.0,Expense,INR,2016,8,21,Cash
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,8,18,Saving Bank account 1
Other,Unknown,pens,5.0,Expense,INR,2016,8,14,Cash
Grooming,Saloon,hair cut,100.0,Expense,INR,2016,8,14,Cash
Salary,Unknown,From workplace ,51556.0,Income,INR,2016,7,31,Saving Bank account 1
Other,Unknown,frame for specs,250.0,Expense,INR,2016,7,31,Cash
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,7,25,Saving Bank account 1
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,7,21,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,2599.0,Expense,INR,2016,7,20,Saving Bank account 1
Health,Medicine,citrizen + crocine,10.0,Expense,INR,2016,7,13,Cash
Interest,Unknown,interest paid,740.0,Income,INR,2016,6,30,Saving Bank account 1
Other,Unknown,pan card application,106.9,Expense,INR,2016,6,30,Saving Bank account 1
Salary,Unknown,From workplace ,51544.0,Income,INR,2016,6,30,Saving Bank account 1
Transportation,Travels,Chalisgaon to Baroda return,3200.0,Expense,INR,2016,6,27,Saving Bank account 1
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,6,27,Saving Bank account 1
subscription,Amazon Prime,Amazon prime subscription,995.0,Expense,INR,2016,6,23,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider sim card porting,350.0,Expense,INR,2016,6,22,Saving Bank account 1
Food,snacks,icecream,140.0,Expense,INR,2016,6,20,Saving Bank account 1
Food,Grocery,grocery,600.0,Expense,INR,2016,6,19,Saving Bank account 1
Family,exam fee,Family exam form,905.0,Expense,INR,2016,6,19,Saving Bank account 1
Other,Unknown,flour mill,38.0,Expense,INR,2016,6,18,Cash
Salary,Unknown,From workplace ,51556.0,Income,INR,2016,5,31,Saving Bank account 1
Transportation,auto,Permanent Residence to LB road,50.0,Expense,INR,2016,5,31,Saving Bank account 1
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,5,30,Saving Bank account 1
Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,504.0,Expense,INR,2016,5,29,Saving Bank account 1
Grooming,Saloon,hair cut+shaving,120.0,Expense,INR,2016,5,22,Saving Bank account 1
Transportation,auto,Permanent Residence to nearby hospital,40.0,Expense,INR,2016,5,22,Cash
Food,Grocery,agarbatti + icecream pack,180.0,Expense,INR,2016,5,19,Saving Bank account 1
Investment,LIC,Life Insurance,11286.0,Expense,INR,2016,5,17,Saving Bank account 1
Other,Unknown,Aadhar mobile number and email id updated,100.0,Expense,INR,2016,5,17,Cash
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,5,16,Saving Bank account 1
Salary,Unknown,From workplace ,51562.45,Income,INR,2016,4,30,Saving Bank account 1
subscription,Hotstar,subscription,299.0,Expense,INR,2016,4,28,Saving Bank account 1
Food,Grocery,dettol handwash + khari + toast + goodday,259.0,Expense,INR,2016,4,26,Saving Bank account 1
subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR,2016,4,24,Saving Bank account 1
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,4,20,Saving Bank account 1
Household,Toiletries,sensodyne toothbrush,50.0,Expense,INR,2016,4,16,Cash
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,4,15,Saving Bank account 1
Salary,Unknown,From workplace ,70806.0,Income,INR,2016,3,31,Saving Bank account 1
Other,Unknown,owalni,100.0,Expense,INR,2016,3,29,Cash
Other,Unknown,hit spray(99)+biscuits+mask,159.0,Expense,INR,2016,3,28,Saving Bank account 1
subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR,2016,3,22,Saving Bank account 1
subscription,Mobile Service Provider,Unknown,251.0,Expense,INR,2016,3,21,Saving Bank account 1
Food,Grocery,sambhar masala,35.0,Expense,INR,2016,3,20,Cash
Other,Unknown,print out,5.0,Expense,INR,2016,3,20,Cash
Gift,Unknown,Ganesh murthi,80.0,Expense,INR,2016,3,16,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,2016,3,15,Saving Bank account 1
Food,snacks,biscuits,70.0,Expense,INR,2016,2,28,Saving Bank account 1
Grooming,Saloon,hair cut,100.0,Expense,INR,2016,2,28,Cash
Food,snacks, pedhe,100.0,Expense,INR,2016,2,28,Saving Bank account 1
Other,Unknown,flour mill,11.0,Expense,INR,2016,2,28,Cash
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,2016,2,27,Saving Bank account 1
Other,Unknown,moscuito racket,250.0,Expense,INR,2016,2,27,Cash
Food,snacks, pedhe,50.0,Expense,INR,2016,2,27,Saving Bank account 1
Money transfer,Unknown,Unknown,10000.0,Expense,INR,2016,2,26,Saving Bank account 1
Salary,Unknown,From workplace ,49806.0,Income,INR,2016,2,26,Saving Bank account 1
subscription,Audible,audible subscription,199.0,Expense,INR,2016,2,24,Saving Bank account 1
Food,snacks,5star (2)+munch(2),40.0,Expense,INR,2016,2,22,Cash
subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR,2016,2,22,Saving Bank account 1
Food,Grocery,biscuits,85.0,Expense,INR,2016,2,20,Cash
Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165.0,Expense,INR,2016,2,14,Cash
Transportation,auto,within city,40.0,Expense,INR,2016,2,13,Cash
Health,Health,hand gloves 4 pairs,80.0,Expense,INR,2016,2,13,Saving Bank account 1
Money transfer,Unknown,Unknown,10000.0,Expense,INR,2016,1,31,Saving Bank account 1
Salary,Unknown,From workplace ,49806.0,Income,INR,2016,1,31,Saving Bank account 1
subscription,Audible,audible subscription,199.0,Expense,INR,2016,1,26,Saving Bank account 1
subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR,2016,1,22,Saving Bank account 1
Other,Unknown,wedding gift,45000.0,Income,INR,2016,1,13,Saving Bank account 1
Food,Unknown,cake + balloon (150)+caps(50+40),540.0,Expense,INR,2015,12,31,Cash
Salary,Unknown,From workplace ,77335.0,Income,INR,2015,12,31,Saving Bank account 1
Food,Unknown,cake advance,100.0,Expense,INR,2015,12,30,Cash
Beauty,Makeup,hair cut+shaving+dye+facial,2000.0,Expense,INR,2015,12,30,Cash
Other,Unknown,flour mill,28.0,Expense,INR,2015,12,26,Cash
Other,Unknown,audible subscription,199.0,Expense,INR,2015,12,26,Saving Bank account 1
Apparel,Footwear,sliper,270.0,Expense,INR,2015,12,25,Saving Bank account 1
Household,Kitchen,dustbin bags,50.0,Expense,INR,2015,12,25,Cash
Other,Unknown,kindle unlimited,169.0,Expense,INR,2015,12,21,Saving Bank account 1
Gift,Unknown,secret Santa - diary,465.0,Expense,INR,2015,12,20,Saving Bank account 1
Food,Eggs,Unknown,80.0,Expense,INR,2015,12,19,Cash
Health,Medicine,hand sanitizer,220.0,Expense,INR,2015,12,19,Saving Bank account 1
Health,Medicine,eye drop maxmoist,235.0,Expense,INR,2015,12,19,Saving Bank account 1
Salary,Unknown,From workplace ,49806.0,Income,INR,2015,11,30,Saving Bank account 1
Transportation,auto,Unknown,50.0,Expense,INR,2015,11,29,Cash
Transportation,auto,Unknown,30.0,Expense,INR,2015,11,29,Cash
Transportation,auto,Unknown,40.0,Expense,INR,2015,11,29,Cash
Food,snacks,egg roll,25.0,Expense,INR,2015,11,27,Cash
Other,Unknown,audible subscription,199.0,Expense,INR,2015,11,26,Saving Bank account 1
Other,Unknown,Mobile Service Provider recharge wfh,251.0,Expense,INR,2015,11,21,Saving Bank account 1
Food,Eggs,1 dozen,84.0,Expense,INR,2015,11,21,Cash
Bonus,Unknown,Diwali gift,1500.0,Income,INR,2015,11,15,Saving Bank account 1
Other,Unknown,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),310.0,Expense,INR,2015,11,14,Cash
Food,snacks,water bottle + khari sing,70.0,Expense,INR,2015,10,31,Cash
Transportation,auto,b45 to Pandya bridge,71.0,Expense,INR,2015,10,31,Cash
Food,Tea,Unknown,10.0,Expense,INR,2015,10,31,Cash
Salary,Unknown,From workplace ,49806.0,Income,INR,2015,10,31,Saving Bank account 1
Food,snacks,sweats,250.0,Expense,INR,2015,10,31,Cash
Health,Health,face mask,150.0,Expense,INR,2015,10,31,Cash
Transportation,auto,golden circle to b45,180.0,Expense,INR,2015,10,31,Cash
Beauty,grooming,hair cut,50.0,Expense,INR,2015,10,30,Cash
Transportation,auto,Permanent Residence to kacheri,30.0,Expense,INR,2015,10,30,Cash
Transportation,Bus,redbus - brc to Place 2,665.0,Expense,INR,2015,10,29,Saving Bank account 1
Gift,Unknown,to Family,1000.0,Expense,INR,2015,10,28,Saving Bank account 1
Transportation,Bus,Place 2 to brc travels,660.0,Expense,INR,2015,10,28,Cash
Other,Unknown,audible subscription,199.0,Expense,INR,2015,10,27,Saving Bank account 1
Household,Kitchen,Sapat Parivar Tea half kg,240.0,Expense,INR,2015,10,25,Cash
Household,Appliances,plumber,100.0,Expense,INR,2015,10,24,Cash
Transportation,auto,mandir to hospital,20.0,Expense,INR,2015,10,23,Cash
Other,Unknown,hanger clips,40.0,Expense,INR,2015,10,23,Cash
Other,Unknown,Mobile Service Provider recharge wfh,251.0,Expense,INR,2015,10,22,Saving Bank account 1
Other,Unknown,toll+petrol,500.0,Expense,INR,2015,10,21,Cash
Apparel,Clothing,belt + socs,1479.0,Expense,INR,2015,10,18,Saving Bank account 1
Transportation,Taxi,Ola - Place 1 to Place 5 to and fro,803.0,Expense,INR,2015,10,18,Saving Bank account 1
Money transfer,Unknown,Unknown,2000.0,Expense,INR,2015,10,18,Cash
Salary,Unknown,From workplace ,49806.0,Income,INR,2015,9,30,Saving Bank account 1
Other,Unknown,phone cover,100.0,Expense,INR,2015,9,30,Cash
Other,Unknown,Mobile Service Provider sim card,350.0,Expense,INR,2015,9,28,Cash
Health,Health,6 pairs of use and throw gloves,120.0,Expense,INR,2015,9,28,Cash
Health,Health,2 n95 masks,300.0,Expense,INR,2015,9,28,Cash
Other,Unknown,audible subscription,199.0,Expense,INR,2015,9,27,Saving Bank account 1
Other,Unknown,shoe polish,30.0,Expense,INR,2015,9,26,Cash
Other,Unknown,Mobile Service Provider fi router,2099.0,Expense,INR,2015,9,21,Saving Bank account 1
Salary,Unknown,From workplace ,49806.0,Income,INR,2015,8,31,Saving Bank account 1
Money transfer,Unknown,Unknown,10000.0,Expense,INR,2015,8,31,Saving Bank account 1
Other,Unknown,Screw driver kit,287.0,Expense,INR,2015,8,31,Saving Bank account 1
Other,Unknown,all out refill,72.0,Expense,INR,2015,8,30,Saving Bank account 1
Other,Unknown,audible subscription,199.0,Expense,INR,2015,8,28,Saving Bank account 1
Household,Kitchen,mixer Philips 7756,3499.0,Expense,INR,2015,8,14,Saving Bank account 1
Other,Unknown,internet renewal (3 months pack),1450.0,Expense,INR,2015,8,13,Saving Bank account 1
Salary,Unknown,From workplace ,47859.0,Income,INR,2015,7,31,Saving Bank account 1
Other,Unknown,audible subscription,199.0,Expense,INR,2015,7,29,Saving Bank account 1
Other,Unknown,Mobile Service Provider recharge 365 days,2599.0,Expense,INR,2015,7,19,Saving Bank account 1
Salary,Unknown,From workplace ,47859.0,Income,INR,2015,6,30,Saving Bank account 1
Other,Unknown,Amazon prime,199.0,Expense,INR,2015,6,29,Saving Bank account 1
Other,Unknown,Amazon prime,999.0,Expense,INR,2015,6,23,Saving Bank account 1
Household,Appliances,electricity bill,2671.0,Expense,INR,2015,5,31,Saving Bank account 1
Salary,Unknown,From workplace ,47859.0,Income,INR,2015,5,31,Saving Bank account 1
Money transfer,Unknown,Unknown,10000.0,Expense,INR,2015,5,31,Saving Bank account 1
Transportation,Taxi,BR to mumbai,6000.0,Expense,INR,2015,5,17,Saving Bank account 1
Other,Unknown,splitwise settlement,607.0,Expense,INR,2015,5,16,Saving Bank account 1
Food,fruits,bananas 1 kg,20.0,Expense,INR,2015,5,16,Cash
Food,Milk,milk half shakti,26.0,Expense,INR,2015,5,16,Saving Bank account 1
Food,Milk,milk half shakti,26.0,Expense,INR,2015,5,15,Saving Bank account 1
Other,Unknown,internet renewal (3 months pack),1450.0,Expense,INR,2015,5,14,Saving Bank account 1
Health,Health,N95 mask,250.0,Expense,INR,2015,5,13,Cash
Food,Milk,milk half shakti,26.0,Expense,INR,2015,5,13,Saving Bank account 1
Salary,Unknown,From workplace ,49306.0,Income,INR,2015,4,28,Saving Bank account 1
Food,Milk,milk half gold,28.0,Expense,INR,2015,4,28,Cash
Other,Unknown,stationary (drawing book + black sketch pen),59.0,Expense,INR,2015,4,26,Cash
Food,Grocery,eggs + bread,110.0,Expense,INR,2015,4,26,Saving Bank account 1
Food,Dinner,srikhand,114.0,Expense,INR,2015,4,26,Saving Bank account 1
Food,Grocery,snacks + veggie,420.0,Expense,INR,2015,4,24,Saving Bank account 1
Food,Milk,milk half gold,56.0,Expense,INR,2015,4,23,Cash
Other,Unknown,hair oil,180.0,Expense,INR,2015,4,18,Saving Bank account 1
Food,Grocery,snacks,324.0,Expense,INR,2015,4,18,Saving Bank account 1
Other,Unknown,covid19 donation to PM fund,500.0,Expense,INR,2015,4,14,Saving Bank account 1
Investment,Mutual fund, mutual fund,1000.0,Expense,INR,2015,4,13,Saving Bank account 1
Recurring Deposit,Unknown,Unknown,1000.0,Expense,INR,2015,4,13,Saving Bank account 1
Salary,Unknown,From workplace ,70806.0,Income,INR,2015,3,31,Saving Bank account 1
Health,Medicine,kala hit,269.0,Expense,INR,2015,3,29,Cash
Food,Grocery,Unknown,150.0,Expense,INR,2015,3,29,Cash
water (jar /tanker),Unknown,Unknown,20.0,Expense,INR,2015,3,25,Cash
Food,Milk,Unknown,26.0,Expense,INR,2015,3,24,Cash
Food,Grocery,Unknown,433.8,Expense,INR,2015,3,23,Credit Card
water (jar /tanker),Unknown,refilling,20.0,Expense,INR,2015,3,23,Cash
Apparel,Laundry,dry cleaning,100.0,Expense,INR,2015,3,20,Cash
Health,Hospital,dentist check-up,3700.0,Expense,INR,2015,3,20,Credit Card
Household,Kitchen,cooker ring,50.0,Expense,INR,2015,3,19,Cash
Food,snacks,samosa+tea+veg cheese grill sandwich,53.0,Expense,INR,2015,3,18,Cash
Food,Lunch,dal fry and chapati,25.0,Expense,INR,2015,3,18,Cash
Food,breakfast,aloo paratha,20.0,Expense,INR,2015,3,18,Cash
Food,Milk,Unknown,26.0,Expense,INR,2015,3,18,Cash
Other,Unknown,laptop repair,450.0,Expense,INR,2015,3,17,Cash
Health,Hospital,dentist check-up,1000.0,Expense,INR,2015,3,16,Cash
Food,Tea,Unknown,20.0,Expense,INR,2015,3,16,Cash
Apparel,Clothing,altering,30.0,Expense,INR,2015,3,15,Cash
Food,Milk,shakti + bread,36.0,Expense,INR,2015,3,15,Cash
Other,Unknown,cycle air pumping,5.0,Expense,INR,2015,3,15,Cash
Apparel,Laundry,ironing,40.0,Expense,INR,2015,3,14,Cash
Food,Milk,Unknown,26.0,Expense,INR,2015,3,14,Cash
Transportation,auto,to office,10.0,Expense,INR,2015,3,13,Cash
Salary,Unknown,From workplace ,49806.0,Income,INR,2015,2,28,Saving Bank account 1
Food,Milk,Unknown,26.0,Expense,INR,2015,2,28,Cash
Food,Lunch,chicken thali,55.0,Expense,INR,2015,2,28,Cash
Food,Tea,Unknown,20.0,Expense,INR,2015,2,28,Cash
Food,Tea,Unknown,6.0,Expense,INR,2015,2,26,Cash
Transportation,auto,office to vasna road,60.0,Expense,INR,2015,2,26,Cash
Food,Grocery,eggs,30.0,Expense,INR,2015,2,26,Cash
Food,Milk,Unknown,26.0,Expense,INR,2015,2,26,Cash
Food,Grocery,vegetable,160.0,Expense,INR,2015,2,24,Cash
Transportation,auto,ola auto - BRC to b45,66.0,Expense,INR,2015,2,24,Cash
Food,Tea,Unknown,10.0,Expense,INR,2015,2,24,Cash
Transportation,auto,Bandra to Bandra terminus,20.0,Expense,INR,2015,2,23,Cash
Transportation,Train,Place 0 to Bandra,20.0,Expense,INR,2015,2,23,Cash
Apparel,Footwear,shoe polish,20.0,Expense,INR,2015,2,23,Cash
Transportation,train,to and fro Mum to BRC,526.0,Expense,INR,2015,2,23,Credit Card
Other,Unknown,splitwise settlement,4118.0,Expense,INR,2015,2,23,Saving Bank account 1
Health,Health,face mask,45.0,Expense,INR,2015,2,19,Cash
Health,Medicine,koflet,34.0,Expense,INR,2015,2,19,Cash
Food,Unknown,milk 1lit ,60.0,Expense,INR,2015,2,19,Cash
Food,Unknown,dinner,227.0,Expense,INR,2015,2,17,Cash
Food,Unknown,kaju katli 250gm,249.0,Expense,INR,2015,2,16,Saving Bank account 1
Transportation,Unknown,local - Place 0 to Place 5 return,30.0,Expense,INR,2015,2,16,Cash
Household,Unknown,mixer repair,250.0,Expense,INR,2015,2,15,Cash
Other,Unknown,Internet renewal,500.0,Expense,INR,2015,2,15,Cash
Food,Unknown,pani puri,20.0,Expense,INR,2015,2,15,Cash
Transportation,Unknown,local - vadala road to Place 0,15.0,Expense,INR,2015,2,15,Cash
Transportation,Unknown,taxi - dadar to vadala road,34.0,Expense,INR,2015,2,15,Cash
Food,Unknown,tea,20.0,Expense,INR,2015,2,15,Cash
Food,Unknown,bread,15.0,Expense,INR,2015,2,15,Cash
Food,Unknown,chana chat + tea,21.0,Expense,INR,2015,2,13,Saving Bank account 1
Food,Unknown,milk half shakti,27.0,Expense,INR,2015,2,13,Cash
Food,Unknown,bananas,20.0,Expense,INR,2015,1,31,Cash
Food,Unknown,bhindi,40.0,Expense,INR,2015,1,31,Cash
Transportation,Unknown,auto - Genda circle to b45,100.0,Expense,INR,2015,1,30,Cash
Food,Unknown,dinner treat,1004.0,Expense,INR,2015,1,30,Cash
Food,Unknown,milk half shakti,26.0,Expense,INR,2015,1,29,Cash
Food,Unknown,good day biscuits,38.0,Expense,INR,2015,1,29,Cash
Food,Unknown,samosa,15.0,Expense,INR,2015,1,29,Cash
Food,Unknown,chana chat,15.0,Expense,INR,2015,1,27,Cash
Food,Unknown,tea,30.0,Expense,INR,2015,1,27,Cash
Food,Unknown,milk half shakti,26.0,Expense,INR,2015,1,26,Cash
Food,Unknown,paav,30.0,Expense,INR,2015,1,26,Cash
Food,Unknown,grocery,311.0,Expense,INR,2015,1,26,Credit Card
Beauty,Unknown,hair cut,60.0,Expense,INR,2015,1,25,Cash
Food,Unknown,tea,30.0,Expense,INR,2015,1,24,Cash
Food,Unknown,tea,20.0,Expense,INR,2015,1,22,Cash
Food,Unknown,snacks,33.0,Expense,INR,2015,1,22,Cash
Food,Unknown,grocery,120.0,Expense,INR,2015,1,21,Cash
Household,Unknown,broom,60.0,Expense,INR,2015,1,21,Cash
Food,Unknown,samosa + 2 tea,27.0,Expense,INR,2015,1,21,Cash
Transportation,Unknown,train - bdts to brc,264.0,Expense,INR,2015,1,21,Cash
Transportation,Unknown,train - brc to mmct,138.0,Expense,INR,2015,1,21,Credit Card
Food,Unknown,milk half gold,28.0,Expense,INR,2015,1,21,Cash
Food,Unknown,shev,50.0,Expense,INR,2015,1,21,Cash
Food,Unknown,srikhand,65.0,Expense,INR,2015,1,20,Cash
Food,Unknown,milk half gold,29.0,Expense,INR,2015,1,19,Cash
Food,Unknown,vegetable,60.0,Expense,INR,2015,1,18,Cash
Food,Unknown,tea,8.0,Expense,INR,2015,1,18,Cash
Food,Unknown,milk half gold,29.0,Expense,INR,2015,1,18,Cash
Transportation,Unknown,auto - GTR to hospital,30.0,Expense,INR,2015,1,16,Cash
Transportation,Unknown,auto - Alk to GTR,50.0,Expense,INR,2015,1,16,Cash
Transportation,Unknown,auto -  to race course,10.0,Expense,INR,2015,1,16,Cash
Food,Unknown,Ratri Bazar,155.0,Expense,INR,2015,1,15,Cash
Transportation,Unknown,auto - Amit nagar to b45,100.0,Expense,INR,2015,1,15,Cash
Food,Unknown,tea,10.0,Expense,INR,2015,1,15,Cash
Food,Unknown,3 bananas,13.0,Expense,INR,2015,1,14,Cash
Food,Unknown,Lunch - chicken fried rice + chicken soup,120.0,Expense,INR,2015,1,14,Cash
Transportation,Unknown,travels - Mumbai to brc,760.0,Expense,INR,2015,1,14,Saving Bank account 1
Other,Unknown,Internet renewal,500.0,Expense,INR,2015,1,13,Cash
Food,Unknown,tea,10.0,Expense,INR,2015,1,13,Cash
